session_uuid,item_id,qty_delta,category
ba40c100-de7d-4c54-b51e-a5033ebeeb08,4697,-140.0,SUPPLY
ba40c100-de7d-4c54-b51e-a5033ebeeb08,805,60.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,566,300.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,563,225.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,13510,6.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,560,375.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,1163,2.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,2552,-1.0,SUPPLY
ba40c100-de7d-4c54-b51e-a5033ebeeb08,11232,120.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,830,150.0,LOOT
ba40c100-de7d-4c54-b51e-a5033ebeeb08,23733,-3.0,SUPPLY
ba40c100-de7d-4c54-b51e-a5033ebeeb08,365,-20.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,11962,-8.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,7946,-15.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,995,879846.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,13441,7.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,24364,1.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,19677,1.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,811,100.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,1747,202.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,565,250.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,2434,-22.75,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,561,-40.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,868,125.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,892,450.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,985,1.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,9243,-310.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,4697,-229.0,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,805,150.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,566,600.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,563,646.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,13510,2.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,560,525.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,2552,-1.5,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,11232,200.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,830,300.0,LOOT
acbbf426-a1af-4d28-b10e-575e31620a8e,23733,-4.25,SUPPLY
acbbf426-a1af-4d28-b10e-575e31620a8e,11286,1.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,995,42610.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,1747,18.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,2434,-2.0,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,11951,-0.25,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,561,-2.0,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,9243,-28.0,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,4697,-10.0,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,805,30.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,563,75.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,13510,1.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,11237,40.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,2552,-0.125,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,830,100.0,LOOT
06384c8f-92c3-42ca-a7d1-786c8c5c6440,23733,-0.5,SUPPLY
06384c8f-92c3-42ca-a7d1-786c8c5c6440,365,-1.0,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,19582,120.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,452,3.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,995,800756.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,13441,11.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,19677,2.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,811,120.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,1747,259.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,19679,1.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,30125,-0.25,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,565,350.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,2434,-25.0,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,11951,-2.25,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,561,-37.0,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,868,50.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,892,525.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,985,2.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,9243,-418.0,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,4697,-185.0,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,805,30.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,566,450.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,563,225.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,13510,8.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,560,675.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,11237,80.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,2552,-1.875,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,11232,200.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,830,300.0,LOOT
0c45cac7-f722-4489-82fa-e98a7bff5b43,23733,-5.25,SUPPLY
0c45cac7-f722-4489-82fa-e98a7bff5b43,365,-24.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,19582,80.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,452,3.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,995,698733.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,13441,8.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,19677,1.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,811,100.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,1747,225.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,565,450.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,2434,-19.5,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,11951,-2.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,561,-31.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,379,-11.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,868,50.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,892,600.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,9243,-324.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,4697,-166.0,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,805,30.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,566,400.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,563,364.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,13510,8.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,560,150.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,11237,160.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,2552,-1.625,SUPPLY
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,830,600.0,LOOT
2ceb8856-00c7-4f71-8fb4-abcccdee1c8b,23733,-4.5,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,19582,40.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,995,298350.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,13441,2.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,19677,1.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,811,20.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,1747,70.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,565,50.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,2434,-6.25,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,11951,-0.5,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,561,-12.0,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,868,25.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,892,150.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,21936,-82.0,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,4697,-60.0,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,566,200.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,563,150.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,13510,2.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,560,75.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,2552,-0.5,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,11232,40.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,830,100.0,LOOT
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,23733,-1.25,SUPPLY
8d8e21ab-e341-45f0-af93-7ddc4fbc02ae,365,-4.0,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,19582,80.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,452,6.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,995,247616.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,13441,9.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,811,60.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,987,1.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,1747,130.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,565,50.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,2434,-12.75,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,11951,-1.25,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,561,-12.0,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,868,25.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,892,750.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,9243,-202.0,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,4697,-60.0,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,805,30.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,566,200.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,563,300.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,13510,7.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,560,225.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,2552,-1.125,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,11232,80.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,830,150.0,LOOT
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,23733,-2.75,SUPPLY
a15f3c47-8d51-4d75-9222-5f88c6fa5f8a,365,-5.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,19582,80.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,452,6.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,995,1094963.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,13441,15.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,19677,1.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,811,80.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,1747,282.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,565,500.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,2434,-25.5,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,11951,-2.5,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,561,-48.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,379,-15.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,868,50.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,892,300.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,9243,-424.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,4697,-251.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,805,120.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,28893,-3.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,19683,1.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,566,400.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,563,214.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,13510,4.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,560,675.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,11237,120.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,2552,-2.0,SUPPLY
6a449670-3221-49f3-90fa-da536b065344,11232,160.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,830,250.0,LOOT
6a449670-3221-49f3-90fa-da536b065344,23733,-5.75,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,11962,-5.0,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,7946,-11.0,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,19582,80.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,995,639272.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,24364,1.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,19677,1.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,811,40.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,1747,144.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,565,300.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,2434,-14.25,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,561,47.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,868,75.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,892,75.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,985,1.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,1631,1.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,9243,-206.0,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,4697,-103.0,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,566,150.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,563,222.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,13510,1.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,560,300.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,11237,80.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,2552,-1.0,SUPPLY
f35fbf04-42cf-4234-9c38-e8081549bc61,11232,80.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,830,300.0,LOOT
f35fbf04-42cf-4234-9c38-e8081549bc61,23733,-2.5,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,19582,40.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,452,3.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,995,254776.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,13441,4.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,24364,1.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,811,60.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,1747,100.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,565,150.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,2434,-9.5,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,11951,-1.0,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,561,-12.0,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,868,25.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,892,300.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,985,1.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,9243,-142.0,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,4697,-68.0,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,805,90.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,28893,-1.0,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,566,200.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,563,142.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,13510,5.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,560,300.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,2552,-0.75,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,11232,80.0,LOOT
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,23733,-2.25,SUPPLY
ff34c7c8-509f-4579-ba10-d78ab5ef7c0c,365,-10.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,995,962390.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,19677,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,811,60.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1747,228.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,11951,-2.25,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,561,-41.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,868,25.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1079,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1631,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,805,30.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1623,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,566,300.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,11237,40.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,11232,120.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,13441,5.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,19681,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,565,250.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,2434,-20.25,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,379,-8.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,892,150.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,9243,-350.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,4697,-205.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,563,675.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,13510,4.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,560,675.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,2552,-1.625,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,830,450.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,23733,-4.75,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,365,-5.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,565,350.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,9243,-182.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,23733,-2.5,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,830,300.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,805,60.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,560,300.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,13510,2.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,24364,1.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,2434,-10.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,1305,1.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,566,350.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,4697,-99.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,2552,-1.25,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,19582,40.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,11232,80.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,892,225.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,811,20.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,536,63.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,379,-8.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,11951,-1.25,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,13441,4.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,561,-19.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,995,446180.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,1747,132.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,28893,-3.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,563,371.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,985,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,9243,-81.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,23733,-1.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,830,150.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,1079,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,560,225.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,13510,2.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,24364,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,4697,-45.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,566,150.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,2552,-0.5,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,892,225.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,811,20.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,536,26.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,379,-9.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,11951,-0.75,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,13441,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,561,-9.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,995,186980.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,1747,54.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,28893,-19.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,563,150.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,565,100.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19582,80.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,811,20.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,563,147.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,443,100.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,13510,2.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,995,244671.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,379,-1.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,560,150.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19679,1.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,452,3.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,2434,-7.25,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,23733,-1.5,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,892,75.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,9243,-84.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,1747,68.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,11951,-0.75,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,2552,-0.5,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,561,-12.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,13441,4.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,4697,-63.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19681,1.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,830,150.0,LOOT
